geoid,median_taxes,median_value,effective_tax_rate,resolved
48291,1993,145400,0.01371,county
48293,1749,135400,0.01292,county
48295,1607,119800,0.01341,county
48297,1378,143000,0.00964,county
48299,2512,287000,0.00875,county
48303,2989,183700,0.01627,county
48305,1982,116800,0.01697,county
48307,1195,98700,0.01211,county
48309,3062,196400,0.01559,county
48311,1727,105100,0.01643,county
48313,1582,139100,0.01137,county
48315,777,103100,0.00754,county
48317,1494,143500,0.01041,county
48319,2045,254500,0.00804,county
48321,2084,155200,0.01343,county
48323,1917,125000,0.01534,county
48325,2587,186200,0.01389,county
48327,1454,86500,0.01681,county
48329,3525,272900,0.01292,county
48331,1684,149600,0.01126,county
48333,1627,188900,0.00861,county
48335,1506,83900,0.01795,county
48337,1699,166900,0.01018,county
48339,5055,293500,0.01722,county
48341,1874,122700,0.01527,county
48343,1265,108600,0.01165,county
48345,763,72100,0.01058,county
48347,1389,150700,0.00922,county
48349,1920,142300,0.01349,county
48351,884,90100,0.00981,county
48353,1426,91300,0.01562,county
48355,3107,177700,0.01748,county
48357,1660,118400,0.01402,county
48359,1854,125000,0.01483,county
48361,1866,152800,0.01221,county
48363,2057,151500,0.01358,county
48365,1324,139400,0.0095,county
48367,4520,311000,0.01453,county
48369,2021,134300,0.01505,county
48371,1410,144300,0.00977,county
48373,1499,151100,0.00992,county
48375,1912,119900,0.01595,county
48377,2058,121000,0.01701,county
48379,1925,174000,0.01106,county
48381,3417,209200,0.01633,county
48383,1682,123900,0.01358,county
48385,1666,258000,0.00646,county
48387,1247,113600,0.01098,county
48389,1190,108800,0.01094,county
48391,1310,92900,0.0141,county
48393,1650,164200,0.01005,county
48395,1492,156800,0.00952,county
48397,6327,363500,0.01741,county
48399,1421,89700,0.01584,county
48401,1524,148100,0.01029,county
48403,1224,134300,0.00911,county
48405,629,82400,0.00763,county
48407,1844,167700,0.011,county
48409,2611,163900,0.01593,county
48411,1526,134300,0.01136,county
48413,1183,96700,0.01223,county
48415,1710,109400,0.01563,county
48417,2338,178500,0.0131,county
48419,1046,107400,0.00974,county
48421,2133,108100,0.01973,county
48423,2646,201400,0.01314,county
48425,2505,246600,0.01016,county
48427,1033,88300,0.0117,county
48429,1644,98000,0.01678,county
48431,1577,121000,0.01303,county
48433,741,54700,0.01355,county
48435,1892,132600,0.01427,county
48437,1361,85300,0.01596,county
48439,4911,269400,0.01823,county
48441,2558,169800,0.01506,county
48443,1291,119800,0.01078,county
48445,1368,105500,0.01297,county
48447,878,67000,0.0131,county
48449,1762,138900,0.01269,county
48451,2510,177800,0.01412,county
48453,7160,444800,0.0161,county
48455,1206,104300,0.01156,county
48457,1247,124900,0.00998,county
48459,2018,166600,0.01211,county
48461,1075,95600,0.01124,county
48463,1872,129900,0.01441,county
48465,2087,138500,0.01507,county
48467,2127,181300,0.01173,county
48469,2930,181200,0.01617,county
48471,2200,187200,0.01175,county
48473,4006,268200,0.01494,county
48475,562,117700,0.00477,county
48477,3007,248300,0.01211,county
48479,3216,161000,0.01998,county
48481,2579,170100,0.01516,county
48483,1450,105200,0.01378,county
48485,2358,129000,0.01828,county
48487,1383,82300,0.0168,county
48489,1161,66900,0.01735,county
48491,6790,370100,0.01835,county
48493,3468,266600,0.01301,county
48495,1115,109100,0.01022,county
48497,3058,248400,0.01231,county
48499,1761,170700,0.01032,county
48501,1742,167900,0.01038,county
48503,2042,142100,0.01437,county
48505,858,84800,0.01012,county
48507,1103,77300,0.01427,county
49001,1039,248200,0.00419,county
49003,1655,308900,0.00536,county
49005,1794,351700,0.0051,county
49007,1264,176400,0.00717,county
49009,1146,252400,0.00454,county
49011,2392,423200,0.00565,county
49013,1498,228600,0.00655,county
49015,1021,168700,0.00605,county
49017,944,237800,0.00397,county
49019,1701,426800,0.00399,county
49021,1386,299400,0.00463,county
49023,1573,322100,0.00488,county
49025,1347,297500,0.00453,county
49027,1186,227000,0.00522,county
49029,2951,556900,0.0053,county
49031,1068,218800,0.00488,county
49033,915,272900,0.00335,county
49035,2590,440400,0.00588,county
49037,1487,177900,0.00836,county
49039,1450,268600,0.0054,county
49041,1420,239400,0.00593,county
49043,3040,895100,0.0034,county
49045,2059,343900,0.00599,county
49047,1401,253100,0.00554,county
49049,2002,443000,0.00452,county
49051,2989,620800,0.00481,county
49053,1919,417400,0.0046,county
49055,1208,316200,0.00382,county
49057,2196,346800,0.00633,county
50001,5528,311200,0.01776,county
50003,4317,243000,0.01777,county
50005,3774,197700,0.01909,county
50007,6404,378300,0.01693,county
50009,2747,151200,0.01817,county
50011,4186,263200,0.0159,county
50013,4839,339600,0.01425,county
50015,4641,270700,0.01714,county
50017,4311,231000,0.01866,county
50019,3459,196700,0.01759,county
50021,3997,203500,0.01964,county
50023,5478,278000,0.01971,county
50025,4866,250000,0.01946,county
50027,5050,249700,0.02022,county
51001,935,184500,0.00507,county
51003,3323,450200,0.00738,county
51005,949,123600,0.00768,county
51007,975,233700,0.00417,county
51009,968,181600,0.00533,county
51011,993,178000,0.00558,county
51013,7427,833300,0.00891,county
51015,1340,267100,0.00502,county
51017,754,184900,0.00408,county
51019,1227,263900,0.00465,county
51021,931,132500,0.00703,county
51023,1769,264200,0.0067,county
51025,673,127000,0.0053,county
51027,415,84900,0.00489,county
51029,818,160800,0.00509,county
51031,873,183100,0.00477,county
51033,1438,253300,0.00568,county
51035,882,139200,0.00634,county
51036,1310,198800,0.00659,county
51037,683,137000,0.00499,county
51041,2502,306500,0.00816,county
51043,2756,496600,0.00555,county
51045,845,184700,0.00457,county
51047,2089,369600,0.00565,county
51049,1331,208600,0.00638,county
51051,473,89200,0.0053,county
51053,1435,223800,0.00641,county
51057,1377,217000,0.00635,county
51059,6843,666900,0.01026,county
51061,4050,501200,0.00808,county
51063,1120,205400,0.00545,county
51065,1827,270900,0.00674,county
51067,1190,207700,0.00573,county
51069,1743,333600,0.00522,county
51071,936,141900,0.0066,county
51073,1626,274500,0.00592,county
51075,2226,433600,0.00513,county
51077,755,129100,0.00585,county
51079,1841,287800,0.0064,county
51081,837,146600,0.00571,county
51083,662,133200,0.00497,county
51085,2386,347900,0.00686,county
51087,2304,309700,0.00744,county
51089,579,111800,0.00518,county
51091,1130,182500,0.00619,county
51093,2376,327600,0.00725,county
51095,2709,396800,0.00683,county
51097,1221,212500,0.00575,county
51099,2095,372300,0.00563,county
51101,1697,252200,0.00673,county
51103,1372,292300,0.00469,county
51105,574,95800,0.00599,county
51107,6004,657000,0.00914,county
51109,1755,266700,0.00658,county
51111,597,139700,0.00427,county
51113,1882,311500,0.00604,county
51115,1670,355900,0.00469,county
51117,828,157800,0.00525,county
51119,1602,288900,0.00555,county
51121,2046,269300,0.0076,county
51125,1539,275100,0.00559,county
51127,2403,354200,0.00678,county
51131,1490,246300,0.00605,county
51133,1586,303700,0.00522,county
51135,790,169500,0.00466,county
51137,1918,316000,0.00607,county
51139,1450,198000,0.00732,county
51141,829,137200,0.00604,county
51143,865,144100,0.006,county
51145,2337,356500,0.00656,county
51147,889,193400,0.0046,county
51149,1914,252300,0.00759,county
51153,4736,472000,0.01003,county
51155,1218,181700,0.0067,county
51157,2750,509500,0.0054,county
51159,1288,218600,0.00589,county
51161,2198,245800,0.00894,county
51163,1373,232100,0.00592,county
51165,1474,266900,0.00552,county
51167,638,112000,0.0057,county
51169,823,122300,0.00673,county
51171,1400,247600,0.00565,county
51173,754,120600,0.00625,county
51175,1358,199700,0.0068,county
51177,2189,349900,0.00626,county
51179,3201,431900,0.00741,county
51181,1388,231400,0.006,county
51183,886,151000,0.00587,county
51185,713,112200,0.00635,county
51187,1753,293400,0.00597,county
51191,982,181000,0.00543,county
51193,1645,244000,0.00674,county
51195,646,108000,0.00598,county
51197,757,157100,0.00482,county
51199,2552,387200,0.00659,county
51510,6555,655700,0.01,county
51520,1250,154900,0.00807,county
51530,1397,148800,0.00939,county
51540,3376,398400,0.00847,county
51550,2865,339500,0.00844,county
51570,2117,221400,0.00956,county
51580,643,80100,0.00803,county
51590,729,102000,0.00715,county
51595,981,129400,0.00758,county
51600,6115,649600,0.00941,county
51610,10001,938500,0.01066,county
51620,1465,197900,0.0074,county
51630,2796,438400,0.00638,county
51640,839,109300,0.00768,county
51650,2158,219800,0.00982,county
51660,1883,263700,0.00714,county
51670,1401,151600,0.00924,county
51678,2131,224700,0.00948,county
51680,1724,196000,0.0088,county
51683,4483,393900,0.01138,county
51685,4462,370700,0.01204,county
51690,767,82800,0.00926,county
51700,2464,233400,0.01056,county
51710,2586,254200,0.01017,county
51720,824,104200,0.00791,county
51730,1476,147200,0.01003,county
51735,3594,406700,0.00884,county
51740,2375,213300,0.01113,county
51750,1397,204700,0.00682,county
51760,2721,308300,0.00883,county
51770,1710,162000,0.01056,county
51775,2219,231900,0.00957,county
51790,1632,219500,0.00744,county
51800,2945,314400,0.00937,county
51810,2820,343700,0.0082,county
51820,1528,226700,0.00674,county
51830,2357,385600,0.00611,county
51840,2391,299900,0.00797,county
53001,1953,216900,0.009,county
53003,2195,266400,0.00824,county
53005,2779,338700,0.0082,county
53007,3082,412300,0.00748,county
53009,2684,353600,0.00759,county
53011,3910,453200,0.00863,county
53013,2058,229600,0.00896,county
53015,2821,332200,0.00849,county
53017,2967,366800,0.00809,county
53019,1703,252700,0.00674,county
53021,2558,308700,0.00829,county
53023,1344,190000,0.00707,county
53025,2194,244500,0.00897,county
53027,2241,249900,0.00897,county
53029,3556,480800,0.0074,county
53031,3419,449300,0.00761,county
53033,6476,761500,0.0085,county
53035,3841,463000,0.0083,county
53037,2914,417600,0.00698,county
53039,2229,352500,0.00632,county
53041,2336,306600,0.00762,county
53043,1595,232500,0.00686,county
53045,2670,340300,0.00785,county
53047,1972,251100,0.00785,county
53049,2185,252100,0.00867,county
53051,1901,288200,0.0066,county
53053,4361,444600,0.00981,county
53055,3974,673700,0.0059,county
53057,3821,444300,0.0086,county
53059,3263,443000,0.00737,county
53061,4883,592800,0.00824,county
53063,2974,331600,0.00897,county
53065,1921,277300,0.00693,county
53067,3802,411700,0.00923,county
53069,1989,319100,0.00623,county
53071,3033,331600,0.00915,county
53073,3523,475000,0.00742,county
53075,2549,298500,0.00854,county
53077,2144,254700,0.00842,county
54001,531,119000,0.00446,county
54003,1294,231600,0.00559,county
54005,579,87300,0.00663,county
54007,491,95100,0.00516,county
54009,669,115000,0.00582,county
54011,939,144200,0.00651,county
54013,459,111000,0.00414,county
54015,344,100800,0.00341,county
54017,718,147300,0.00487,county
54019,676,103200,0.00655,county
54021,461,89800,0.00513,county
54023,491,150000,0.00327,county
54025,640,130400,0.00491,county
54027,726,184800,0.00393,county
54029,752,111700,0.00673,county
54031,590,153300,0.00385,county
54033,795,146900,0.00541,county
54035,834,148200,0.00563,county
54037,1732,303400,0.00571,county
54039,911,131200,0.00694,county
54041,631,134100,0.00471,county
54043,499,94500,0.00528,county
54045,609,101200,0.00602,county
54047,268,47500,0.00564,county
54049,930,147600,0.0063,county
54051,618,130500,0.00474,county
54053,727,118100,0.00616,county
54055,578,115100,0.00502,county
54057,815,162400,0.00502,county
54059,382,89700,0.00426,county
54061,1183,242100,0.00489,county
54063,605,138400,0.00437,county
54065,1079,212500,0.00508,county
54067,564,110600,0.0051,county
54069,950,153000,0.00621,county
54071,637,169200,0.00376,county
54073,695,121100,0.00574,county
54075,383,129500,0.00296,county
54077,700,147400,0.00475,county
54079,1213,202300,0.006,county
54081,706,132300,0.00534,county
54083,513,128700,0.00399,county
54085,662,105200,0.00629,county
54087,520,117700,0.00442,county
54089,388,123400,0.00314,county
54091,746,138100,0.0054,county
54093,515,141100,0.00365,county
54095,609,109800,0.00555,county
54097,701,153600,0.00456,county
54099,610,114200,0.00534,county
54101,300,82400,0.00364,county
54103,688,106100,0.00648,county
54105,604,109200,0.00553,county
54107,927,140700,0.00659,county
54109,351,74100,0.00474,county
55001,2291,168400,0.0136,county
55003,2268,143500,0.0158,county
55005,2728,182600,0.01494,county
55007,2412,214700,0.01123,county
55009,3499,226500,0.01545,county
55011,2815,182900,0.01539,county
55013,2047,200800,0.01019,county
55015,3693,234000,0.01578,county
55017,2704,215300,0.01256,county
55019,2419,153000,0.01581,county
55021,3738,243600,0.01534,county
55023,2842,160300,0.01773,county
55025,6103,342900,0.0178,county
55027,3351,201000,0.01667,county
55029,3053,273300,0.01117,county
55031,2548,174900,0.01457,county
55033,3231,212000,0.01524,county
55035,3374,226400,0.0149,county
55037,2070,158400,0.01307,county
55039,3276,195800,0.01673,county
55041,1968,160100,0.01229,county
55043,2698,173400,0.01556,county
55045,3759,217000,0.01732,county
55047,2641,186100,0.01419,county
55049,3763,231300,0.01627,county
55051,1761,144100,0.01222,county
55053,2635,170000,0.0155,county
55055,3914,238300,0.01642,county
55057,2459,153700,0.016,county
55059,4132,234700,0.01761,county
55061,2940,191500,0.01535,county
55063,3855,226600,0.01701,county
55065,2947,166700,0.01768,county
55067,1941,138000,0.01407,county
55069,2522,163700,0.01541,county
55071,2648,160400,0.01651,county
55073,3098,194500,0.01593,county
55075,1895,142300,0.01332,county
55077,2712,189500,0.01431,county
55078,3930,104300,0.03768,county
55079,4313,200000,0.02157,county
55081,2780,184000,0.01511,county
55083,2579,195200,0.01321,county
55085,2093,214700,0.00975,county
55087,3481,224100,0.01553,county
55089,4536,344900,0.01315,county
55091,2818,178500,0.01579,county
55093,4496,278700,0.01613,county
55095,2919,222800,0.0131,county
55097,3268,214700,0.01522,county
55099,2011,136400,0.01474,county
55101,3984,226500,0.01759,county
55103,2465,161600,0.01525,county
55105,3499,193000,0.01813,county
55107,1853,144800,0.0128,county
55109,4169,323900,0.01287,county
55111,3550,227500,0.0156,county
55113,1896,210700,0.009,county
55115,2528,166900,0.01515,county
55117,3179,198900,0.01598,county
55119,2611,168800,0.01547,county
55121,3180,193700,0.01642,county
55123,2794,192800,0.01449,county
55125,2122,255700,0.0083,county
55127,3884,254300,0.01527,county
55129,2276,196900,0.01156,county
55131,3771,293300,0.01286,county
55133,4487,352600,0.01273,county
55135,2874,178500,0.0161,county
55137,2404,174800,0.01375,county
55139,3469,190600,0.0182,county
55141,2598,156600,0.01659,county
56001,1719,291500,0.0059,county
56003,1086,179800,0.00604,county
56005,1456,247800,0.00588,county
56007,1136,212800,0.00534,county
56009,1446,251700,0.00574,county
56011,1341,270600,0.00496,county
56013,1541,236700,0.00651,county
56015,1330,217200,0.00612,county
56017,1153,191200,0.00603,county
56019,1707,296200,0.00576,county
56021,1705,295800,0.00576,county
56023,1473,325500,0.00453,county
56025,1540,247600,0.00622,county
56027,883,195600,0.00451,county
56029,1907,329500,0.00579,county
56031,1391,237100,0.00587,county
56033,1826,342400,0.00533,county
56035,1390,339400,0.0041,county
56037,1411,240300,0.00587,county
56039,4723,1137500,0.00415,county
56041,1317,224800,0.00586,county
56043,1317,194000,0.00679,county
56045,1324,208900,0.00634,county
72001,199,90100,0.00221,county
72003,353,98500,0.00358,county
72005,510,130900,0.0039,county
72007,199,133300,0.00149,county
72009,199,118700,0.00168,county
72011,214,103000,0.00208,county
72013,542,106100,0.00511,county
72015,672,95200,0.00706,county
72017,531,119100,0.00446,county
72019,293,118300,0.00248,county
72021,613,139800,0.00438,county
72023,441,115800,0.00381,county
72025,838,139000,0.00603,county
72029,618,114600,0.00539,county
72031,662,149000,0.00444,county
72033,659,126700,0.0052,county
72035,575,133500,0.00431,county
72037,510,105000,0.00486,county
72039,199,93700,0.00212,county
72041,925,132800,0.00697,county
72043,368,100000,0.00368,county
72045,229,107000,0.00214,county
72047,199,111500,0.00178,county
72051,944,150400,0.00628,county
72053,699,113500,0.00616,county
72054,866,101900,0.0085,county
72055,457,83300,0.00549,county
72059,199,83500,0.00238,county
72061,1068,197600,0.0054,county
72063,1304,160400,0.00813,county
72065,581,119500,0.00486,county
72067,339,113200,0.00299,county
72069,754,113600,0.00664,county
72071,497,121400,0.00409,county
72073,199,102300,0.00195,county
72075,277,99900,0.00277,county
72077,199,112100,0.00178,county
72079,468,98200,0.00477,county
72081,199,97100,0.00205,county
72083,295,93600,0.00315,county
72085,377,118900,0.00317,county
72087,459,108800,0.00422,county
72089,858,125300,0.00685,county
72091,344,117400,0.00293,county
72093,199,104300,0.00191,county
72097,641,105000,0.0061,county
72099,355,101000,0.00351,county
72101,532,114100,0.00466,county
72103,464,97700,0.00475,county
72105,333,100300,0.00332,county
72107,288,93300,0.00309,county
72109,199,93800,0.00212,county
72111,467,88200,0.00529,county
72113,656,107300,0.00611,county
72117,731,137600,0.00531,county
72119,526,130700,0.00402,county
72121,335,104200,0.00321,county
72123,384,89400,0.0043,county
72125,666,96100,0.00693,county
72127,804,164200,0.0049,county
72129,199,112100,0.00178,county
72131,317,104100,0.00305,county
72133,376,104100,0.00361,county
72135,481,143900,0.00334,county
72137,668,133500,0.005,county
72139,728,155000,0.0047,county
72141,334,101000,0.00331,county
72143,721,126200,0.00571,county
72145,379,115900,0.00327,county
72149,451,101900,0.00443,county
72151,199,93900,0.00212,county
72153,199,98200,0.00203,county
