pwsid,pop_served,years_in_violation
AL0001423,8214,0
AL0001424,10296,0
AL0001426,5196,1
AL0001427,2850,0
AL0001428,1137,0
AL0001432,18060,1
AL0001434,4569,0
AL0001437,6843,0
AL0001439,4416,0
AL0001460,1995,0
AL0001489,16774,0
AL0001490,12765,1
AL0001500,5166,0
AL0001505,2301,0
AL0001506,4095,0
AL0001507,14052,0
AL0001508,8703,0
AL0001509,9540,0
AL0001510,5991,0
AL0001511,495,0
AL0001512,3675,0
AL0001513,2325,0
AL0001516,2196,0
AL0001537,10290,0
AL0001540,16248,2
AL0001671,40101,0
AL0001672,2616,0
AL0001685,4749,0
AL0001716,3660,2
AL0001721,4083,0
AL0001739,3600,0
AL0001748,7800,2
AL0001750,5106,0
AL0001753,1539,0
AL0001755,4902,0
AL0001760,1800,0
AL0001761,8307,0
AL0001764,1749,3
AL0001767,513,0
AL0001769,246,0
AL0001770,5496,0
AL0001771,984,0
AL0001775,960,0
AL0001780,100,0
AL0001782,32,0
AL0001783,19074,1
AL0001784,2445,0
AL0001786,36312,0
AL0001789,6180,0
AL0001791,1533,0
AL0001796,32421,2
AL0001797,315,0
AL0001798,888,0
AL0001799,429,0
AL0001805,25,0
AL0001809,459,0
AR0000001,867,0
AR0000002,384,0
AR0000003,1726,0
AR0000004,9986,0
AR0000005,326,0
AR0000006,349,0
AR0000007,610,0
AR0000008,3208,0
AR0000009,655,0
AR0000010,602,2
AR0000011,2195,0
AR0000012,284,0
AR0000013,7393,0
AR0000014,473,0
AR0000015,5600,0
AR0000016,1028,0
AR0000017,7900,0
AR0000018,625,0
AR0000019,377,0
AR0000021,416,1
AR0000022,3222,1
AR0000024,338,0
AR0000025,19618,0
AR0000026,523,1
AR0000027,4383,0
AR0000028,1233,0
AR0000031,60,0
AR0000033,4690,0
AR0000034,2040,0
AR0000035,918,0
AR0000036,715,1
AR0000037,6730,0
AR0000038,54,0
AR0000039,39419,0
AR0000041,51250,0
AR0000042,875,0
AR0000043,5365,0
AR0000044,27243,0
AR0000045,65,0
AR0000046,593,1
AR0000047,758,0
AR0000048,7910,0
AR0000049,1010,0
AR0000051,4900,0
AR0000052,2468,0
AR0000053,12795,0
AR0000054,1163,0
AR0000055,81443,0
AR0000056,21430,0
AR0000057,580,0
AR0000058,568,0
AR0000059,503,0
AR0000060,3285,0
AR0000061,1290,0
AR0000062,17455,0
AR0000063,525,2
AR0000064,1188,0
AR0000065,3400,0
AR0000066,6001,0
AR0000067,830,0
AR0000068,244,0
AR0000069,2244,0
AR0000070,1906,0
AR0000071,296,0
AR0000072,900,0
AR0000074,6813,1
AR0000075,4053,0
AR0000076,750,0
AR0000077,6265,0
AR0000078,2446,0
AR0000080,1909,2
AR0000081,2065,0
AR0000082,2604,1
AR0000083,2600,0
AR0000085,11855,0
AR0000087,2988,0
AR0000088,506,0
AR0000089,562,0
AR0000090,4620,0
AR0000091,168,0
AR0000092,247,0
AR0000093,2280,0
AR0000094,208,0
AR0000095,165,0
AR0000096,3388,0
AR0000097,322,0
AR0000098,271,0
AR0000099,249,0
AR0000101,18628,1
AR0000102,531,0
AR0000103,658,0
AR0000104,14015,0
AR0000105,1400,0
AR0000106,1344,0
AR0000107,7187,0
AR0000108,447,0
AR0000109,11657,0
AR0000110,515,0
AR0000111,1145,0
AR0000112,1630,0
AR0000114,566,2
AR0000115,412,0
AR0000116,1182,0
AR0000119,22505,1
AR0000120,1300,0
AR0000121,1440,0
AR0000122,2186,0
AR0000123,245,1
AR0000124,81888,0
AR0000126,2550,0
AR0000127,1432,0
AR0000128,1385,0
AR0000129,1938,0
AR0000130,342,0
AR0000131,4283,0
AR0000135,548,1
AR0000136,1648,1
AR0000138,8529,0
AR0000140,1815,0
AR0000141,1052,0
AR0000142,22725,0
AR0000143,1028,2
AR0000144,6123,0
AR0000145,6275,0
AR0000146,2963,0
AR0000147,3071,0
AR0000148,925,0
AR0000149,2103,0
AR0000150,1659,0
AR0000151,603,0
AR0000152,13032,1
AR0000153,1899,0
AR0000154,248,2
AR0000155,540,0
AR0000156,24419,0
AR0000158,690,0
AR0000159,424,0
AR0000160,1045,0
AR0000162,2174,0
AR0000163,8391,0
AR0000164,3191,0
AR0000165,345,1
AR0000166,1325,0
AR0000167,360,2
AR0000168,563,0
AR0000169,293,0
AR0000170,3849,0
AR0000171,6338,1
AR0000172,49,4
AR0000173,209,2
AR0000174,166,0
AR0000175,720,2
AR0000176,805,0
AR0000179,635,0
AR0000180,3873,0
AR0000181,214,1
AR0000182,1600,0
AR0000183,488,0
AR0000184,8442,0
AR0000185,12173,0
AR0000186,225,0
AR0000187,400,1
AR0000188,457,1
AR0000189,64008,0
AR0000190,2235,2
AR0000191,12938,0
AR0000192,2438,0
AR0000193,7390,0
AR0000195,24690,0
AR0000196,5000,2
AR0000197,1820,0
AR0000199,712,0
AR0000200,3386,0
AR0000201,4368,0
AR0000202,1708,0
AR0000204,1639,0
AR0000205,336,0
AR0000206,1777,0
AR0000208,15985,0
AR0000209,75343,0
AR0000213,3858,0
AR0000214,2561,0
AR0000215,4605,0
AR0000216,1341,0
AR0000217,875,0
AR0000218,564,0
AR0000219,3887,0
AR0000220,1987,0
AR0000222,31188,0
AR0000223,1225,2
AR0000224,183,0
AR0000225,1410,0
AR0000227,425,1
AR0000230,11500,0
AR0000231,379,2
AR0000232,142,0
AR0000233,383,0
AR0000234,160,0
AR0000236,3528,0
AR0000237,14410,0
AR0000239,1800,0
AR0000241,1838,0
AR0000242,1364,0
AR0000243,1317,0
AR0000244,4153,0
AR0000246,391,0
AR0000247,235,0
AR0000248,1091,0
AR0000249,1423,0
AR0000250,15621,0
AR0000251,3343,0
AR0000252,3462,1
AR0000254,9108,0
AR0000255,3217,0
AR0000256,4126,0
AR0000257,192,0
AR0000258,1338,0
AR0000259,1402,0
AR0000261,245,1
AR0000262,98,0
AR0000263,233,1
AR0000264,6204,0
AR0000265,1013,2
AR0000266,1817,0
AR0000267,823,0
AR0000269,1215,1
AR0000271,765,0
AR0000272,43438,0
AR0000273,4600,0
AR0000274,188,1
AR0000276,2551,0
AR0000277,1773,0
AR0000279,2823,0
AR0000282,2000,0
AR0000283,286,0
AR0000284,5590,0
AR0000286,947,0
AR0000287,2087,0
AR0000288,1885,0
AR0000289,9410,0
AR0000290,1372,2
AR0000292,1610,0
AR0000293,517,0
AR0000294,567,0
AR0000295,290,0
AR0000296,1633,0
AR0000297,1951,0
AR0000298,275,1
AR0000299,773,0
AR0000300,825,0
AR0000301,2666,0
AR0000302,1034,0
AR0000303,146,0
AR0000304,249,0
AR0000305,586,0
AR0000306,621,0
AR0000307,1093,0
AR0000309,5823,0
AR0000310,3238,0
AR0000313,3770,3
AR0000314,219,3
AR0000315,3800,0
AR0000316,837,0
AR0000317,313,0
AR0000318,2173,0
AR0000319,7364,0
AR0000320,4261,0
AR0000321,354,0
AR0000322,495,0
AR0000323,1011,0
AR0000326,3847,0
AR0000327,1000,0
AR0000328,4935,2
AR0000329,1019,1
AR0000330,1542,0
AR0000332,1433,0
AR0000334,250,1
AR0000336,275,0
AR0000337,388,0
AR0000338,30063,0
AR0000339,2300,0
AR0000340,218,0
AR0000341,2477,0
AR0000343,4277,2
AR0000345,12579,1
AR0000346,3600,0
AR0000348,3508,0
AR0000349,11435,0
AR0000350,308,0
AR0000351,3870,0
AR0000352,2835,0
AR0000354,488,1
AR0000355,675,0
AR0000356,2598,0
AR0000357,342,0
AR0000358,955,3
AR0000360,50815,0
AR0000361,868,0
AR0000362,2030,0
AR0000365,12981,0
AR0000366,798,0
AR0000367,1077,0
AR0000370,1336,0
AR0000371,619,0
AR0000372,486,2
AR0000373,810,1
AR0000374,3083,0
AR0000375,6053,2
AR0000376,430,0
AR0000377,343,2
AR0000378,4165,0
AR0000380,33,0
AR0000383,392,0
AR0000384,2992,0
AR0000385,1320,3
AR0000388,1557,0
AR0000389,124,0
AR0000391,750,1
AR0000392,3218,4
AR0000393,550,0
AR0000394,4500,1
AR0000395,750,0
AR0000397,648,0
AR0000400,930,1
AR0000401,2511,0
AR0000402,2192,1
AR0000403,336,0
AR0000404,13275,0
AR0000405,1100,0
AR0000406,170,0
AR0000407,1399,0
AR0000409,545,0
AR0000410,1963,0
AR0000411,605,0
AR0000412,736,0
AR0000413,5550,0
AR0000414,650,0
AR0000415,3642,0
AR0000416,5693,2
AR0000417,431,0
AR0000418,1233,0
AR0000419,2708,3
AR0000420,665,0
AR0000421,1035,0
AR0000422,2068,0
AR0000423,1577,3
AR0000424,563,3
AR0000425,1645,1
AR0000426,958,0
AR0000427,436,0
AR0000428,973,0
AR0000430,2610,0
AR0000431,2824,0
AR0000432,2231,0
AR0000435,10000,0
AR0000436,641,1
AR0000437,548,0
AR0000438,5604,0
AR0000439,651,2
AR0000440,2014,0
AR0000441,4439,0
AR0000443,1443,0
AR0000444,1797,0
AR0000445,4045,0
AR0000446,29260,1
AR0000448,388,0
AR0000449,4245,0
AR0000450,600,1
AR0000451,250,0
AR0000452,1301,0
AR0000454,9253,0
AR0000458,545,0
AR0000459,8750,0
AR0000464,2832,0
AR0000465,368455,0
AR0000466,32875,0
AR0000467,120,0
AR0000471,1000,0
AR0000472,710,0
AR0000473,230,0
AR0000474,7752,0
AR0000475,437,0
AR0000476,404,0
AR0000477,139,0
AR0000483,2583,0
AR0000484,30681,0
AR0000485,700,0
AR0000486,19607,0
AR0000488,4000,0
AR0000491,2538,0
AR0000492,22775,0
AR0000493,15660,0
AR0000495,9573,0
AR0000497,705,0
AR0000498,3550,0
AR0000500,730,0
AR0000501,2550,0
AR0000503,1227,0
AR0000504,9905,0
AR0000505,1090,1
AR0000506,725,0
AR0000507,86209,0
AR0000508,782,0
AR0000509,2367,2
AR0000510,3650,0
AR0000511,298,2
AR0000512,5822,0
AR0000513,11538,0
AR0000514,500,1
AR0000515,535,0
AR0000516,255,0
AR0000517,739,0
AR0000518,1278,0
AR0000519,210,1
AR0000520,6105,0
AR0000521,4780,0
AR0000524,1101,0
AR0000525,750,0
AR0000526,3045,0
AR0000527,1186,1
AR0000528,350,0
AR0000529,80,0
AR0000530,830,0
AR0000531,987,0
AR0000532,1585,0
AR0000533,997,0
AR0000535,573,0
AR0000536,1649,0
AR0000537,1103,1
AR0000538,507,0
AR0000542,6153,0
AR0000544,1329,0
AR0000545,150,0
AR0000546,336,2
AR0000548,1108,0
AR0000550,17932,1
AR0000551,494,1
AR0000552,726,0
AR0000553,733,1
AR0000554,1112,0
AR0000555,2821,0
AR0000556,1131,0
AR0000557,850,2
AR0000558,338,0
AR0000559,1200,1
AR0000560,2391,0
AR0000561,729,0
AR0000562,1350,0
AR0000564,10280,0
AR0000566,7355,0
AR0000567,3905,0
AR0000569,116398,0
AR0000572,6690,0
AR0000573,9615,1
AR0000574,20140,0
AR0000575,98948,0
AR0000577,3178,0
AR0000579,6608,0
AR0000580,2936,0
AR0000582,2956,0
AR0000583,5215,0
AR0000584,2911,0
AR0000585,1345,0
AR0000586,4877,1
AR0000587,986,0
AR0000588,1624,0
AR0000589,870,0
AR0000590,28196,0
AR0000591,461,0
AR0000592,8451,0
AR0000594,5018,0
AR0000596,435,1
AR0000597,2228,0
AR0000598,445,1
AR0000599,1736,0
AR0000600,1103,2
AR0000601,4517,0
AR0000602,1411,0
AR0000603,2810,4
AR0000604,1204,3
AR0000606,2278,0
AR0000616,393,3
AR0000617,5792,0
AR0000618,346,0
AR0000619,375,0
AR0000620,62,0
AR0000622,583,1
AR0000626,249,0
AR0000627,1430,0
AR0000628,4558,0
AR0000633,203,1
AR0000635,1274,0
AR0000636,1793,0
AR0000637,1305,0
AR0000638,357,1
AR0000639,547,1
AR0000640,600,1
AR0000642,338,1
AR0000645,3073,0
AR0000646,5954,0
AR0000647,223,0
AR0000649,845,1
AR0000650,430,1
AR0000653,500,2
AR0000654,450,0
AR0000658,3,1
AR0000660,1500,1
AR0000661,616,3
AR0000662,323,2
AR0000663,525,0
AR0000667,600,0
AR0000668,6308,0
AR0000669,990,4
AR0000670,938,1
AR0000671,3055,0
AR0000672,2390,0
AR0000673,1040,0
AR0000674,4275,0
AR0000675,20,0
AR0000676,133,0
AR0000677,125,1
AR0000678,1730,0
AR0000680,903,1
AR0000681,1543,0
AR0000682,1825,1
AR0000683,1136,0
AR0000684,1438,0
AR0000685,119,0
AR0000686,668,0
AR0000688,7469,0
AR0000689,2624,0
AR0000690,8618,0
AR0000693,2325,0
AR0000696,700,1
AR0000697,7198,1
AR0000698,2722,0
AR0000699,469,0
AR0000700,310,0
AR0000701,597,1
AR0000704,7095,0
AR0000705,900,0
AR0000706,2250,0
AR0000709,312,0
AR0000713,405,0
AR0000714,1860,0
AR0000715,730,1
AR0000716,439,0
AR0000718,345,0
AR0000720,2613,0
AR0000722,5633,0
AR0000725,11148,0
AR0000726,568,3
AR0000727,3500,0
AR0000730,254,0
AR0000732,475,0
AR0000734,13519,0
AR0000735,5188,0
AR0000736,408,0
AR0000737,384,1
AR0000738,15204,0
AR0000741,2403,0
AR0000747,113,4
AR0000749,215,3
AR0000753,83,0
AR0000755,67,1
AR0000758,520,0
AR0000759,3015,0
AR0000764,750,0
AR0000765,2135,3
AR0000767,807,0
AR0000768,1920,0
AR0000772,5200,1
AR0000773,4325,2
AR0000774,2922,1
AR0000779,398,1
AR0000780,65,1
AR0000781,670,2
AR0000782,20394,0
AR0000783,830,0
AR0000785,403,0
AR0000786,160,0
AR0000787,4279,0
AR0000790,907,0
AR0000792,25,0
AR0000793,105,2
AR0000796,1650,0
AR0000798,1340,0
AR0000799,205,0
AR0000800,3832,0
AR0000801,485,0
AR0000802,308,0
AR0000803,4,0
AR0000804,559,0
AR0000805,7291,2
AR0000808,25,0
AR0000809,2263,1
AR0000811,1975,0
AR0000812,1935,0
AR0000813,820,0
AR0000814,2411,0
AR0000815,948,0
AR0000818,333,0
AR0000819,513,0
AR0000821,12718,0
AR0000822,1876,3
AR0000824,27,1
AR0000825,1083,0
AR0000826,1932,0
AR0000827,28,1
AR0000833,1207,0
AR0000835,1663,0
AR0000836,2465,0
AR0000837,1265,1
AR0000844,4220,1
AR0000845,1268,1
AR0000846,3112,2
AR0000851,2087,0
AR0000852,765,0
AR0000856,970,1
AR0000857,68,0
AR0000858,1340,0
AR0000867,7913,0
AR0000868,5365,0
AR0000870,2713,0
AR0000871,30,0
AR0000873,48,0
AR0000877,1500,0
AR0000878,683,0
AR0000882,290,1
AR0000883,2025,0
AR0000884,52,4
AR0000885,3970,0
AR0000886,150,0
AR0000887,1430,3
AR0000889,2335,2
AR0000890,68,1
AR0000891,22,1
AR0000899,673,0
AR0000912,1135,0
AR0000913,1813,1
AR0000919,1591,0
AR0000927,33,0
AR0000978,755,0
AR0000979,610,0
AR0001070,25,0
AR0001075,710,0
AR0001078,787,3
AR0001091,38,1
AR0001141,803,0
AR0001178,465,0
AR0001240,55,0
AR0001297,96,0
ART001101,88,1
AS9310751,402,1
AS9430546,270,1
AS9630145,213,0
AS9630243,236,0
AS9710652,344,2
AS9710657,460,0
AS9710855,457,0
AS9710858,327,0
AS9711356,577,0
AS9711948,45315,4
AZ0401001,1030,0
AZ0401004,4590,0
AZ0401010,84,0
AZ0401011,40,0
AZ0401012,3500,0
AZ0401013,1972,1
AZ0401015,153,0
AZ0401018,1120,0
AZ0401019,100,1
AZ0401022,350,1
AZ0401039,54,0
AZ0401047,1304,0
AZ0401049,1564,0
AZ0401054,54,0
AZ0401056,540,1
AZ0401076,57,0
AZ0401372,38,1
AZ0401704,1742,0
AZ0402001,8707,2
AZ0402004,9175,1
AZ0402005,5355,0
AZ0402006,489,1
AZ0402007,2178,0
AZ0402008,1385,1
AZ0402009,143,1
AZ0402010,20045,0
AZ0402011,1588,0
AZ0402012,1618,2
AZ0402013,553,0
AZ0402014,16656,0
AZ0402015,283,0
AZ0402016,66,1
AZ0402017,800,2
AZ0402018,395,0
AZ0402019,1750,1
AZ0402023,620,0
AZ0402024,658,1
AZ0402026,27,0
AZ0402027,312,4
AZ0402028,1980,0
AZ0402029,1614,1
AZ0402033,1545,1
AZ0402035,3236,0
AZ0402036,136,1
AZ0402038,940,0
AZ0402039,1255,1
AZ0402040,83,0
AZ0402041,30,2
AZ0402042,190,2
AZ0402043,150,2
AZ0402044,12804,2
AZ0402049,48,1
AZ0402052,1390,0
AZ0402054,315,0
AZ0402061,2600,1
AZ0402075,105,1
AZ0402078,15603,1
AZ0402094,655,0
AZ0402101,328,1
AZ0402104,50,1
AZ0402105,50,1
AZ0402110,402,2
AZ0402112,138,0
AZ0402120,67,0
AZ0402122,120,1
AZ0402125,183,1
AZ0402327,85,0
AZ0402345,75,2
AZ0402353,34,1
AZ0402360,79,2
AZ0402401,47,0
AZ0403002,8089,0
AZ0403003,12104,1
AZ0403004,72,1
AZ0403005,8996,0
AZ0403006,1270,2
AZ0403008,79796,0
AZ0403009,1327,0
AZ0403010,1140,0
AZ0403011,90,2
AZ0403013,3500,0
AZ0403014,353,0
AZ0403015,250,1
AZ0403017,7420,1
AZ0403018,1585,2
AZ0403021,210,1
AZ0403024,156,1
AZ0403026,3145,4
AZ0403032,1746,1
AZ0403037,807,0
AZ0403044,70,2
AZ0403063,1920,0
AZ0403067,130,1
AZ0403073,1668,0
AZ0403081,100,1
AZ0403084,430,0
AZ0403087,45,0
AZ0403088,350,1
AZ0403105,1423,1
AZ0403175,30,2
AZ0403299,55,2
AZ0403300,1710,1
AZ0403312,1710,0
AZ0403331,27,1
AZ0403362,400,0
AZ0403385,250,1
AZ0403659,80,1
AZ0403702,16590,2
AZ0403712,579,1
AZ0404002,8656,1
AZ0404003,424,0
AZ0404004,150,0
AZ0404005,497,1
AZ0404008,7536,1
AZ0404015,172,0
AZ0404016,100,2
AZ0404020,117,2
AZ0404021,190,2
AZ0404022,121,0
AZ0404023,512,1
AZ0404024,65,1
AZ0404026,375,3
AZ0404027,86,0
AZ0404028,212,0
AZ0404029,35,0
AZ0404030,976,0
AZ0404032,17682,0
AZ0404034,8013,0
AZ0404035,200,2
AZ0404036,508,0
AZ0404037,1157,0
AZ0404038,266,2
AZ0404039,403,0
AZ0404040,117,1
AZ0404044,173,1
AZ0404047,1172,1
AZ0404049,156,1
AZ0404054,517,0
AZ0404064,308,0
AZ0404069,138,1
AZ0404083,150,0
AZ0404104,200,1
AZ0404112,130,1
AZ0404200,139,1
AZ0404233,90,0
AZ0404300,130,3
AZ0404314,400,0
AZ0404324,308,0
AZ0404341,300,1
AZ0404342,430,0
AZ0404346,508,0
AZ0404400,36,1
AZ0405001,452,1
AZ0405002,3799,2
AZ0405003,400,1
AZ0405005,20600,1
AZ0405007,310,0
AZ0405303,800,1
AZ0405306,949,1
AZ0406001,605,2
AZ0406002,1678,0
AZ0406003,4108,2
AZ0406004,604,4
AZ0406005,351,0
AZ0406009,125,0
AZ0406305,142,1
AZ0407001,700,2
AZ0407003,987,0
AZ0407007,10263,0
AZ0407008,1388,0
AZ0407012,100,0
AZ0407015,3894,0
AZ0407016,5895,0
AZ0407017,26026,0
AZ0407019,2175,2
AZ0407021,431,1
AZ0407025,1695000,0
AZ0407026,4220,0
AZ0407030,132,0
AZ0407032,288,0
AZ0407033,95502,0
AZ0407037,51,0
AZ0407039,50,3
AZ0407045,6481,0
AZ0407046,55810,1
AZ0407056,14107,0
AZ0407064,963,0
AZ0407065,6202,0
AZ0407067,1200,0
AZ0407069,1922,0
AZ0407070,6490,0
AZ0407071,604,0
AZ0407076,350,0
AZ0407078,30377,0
AZ0407079,5940,0
AZ0407082,66,0
AZ0407086,400,1
AZ0407088,96130,0
AZ0407089,7008,0
AZ0407090,247328,0
AZ0407091,39884,0
AZ0407092,247600,0
AZ0407093,234766,0
AZ0407094,50001,0
AZ0407095,466000,0
AZ0407096,187676,0
AZ0407098,241361,0
AZ0407099,38016,0
AZ0407100,165000,0
AZ0407101,9300,0
AZ0407111,131,0
AZ0407112,815,0
AZ0407114,280,0
AZ0407120,20000,1
AZ0407121,5330,0
AZ0407128,18858,0
AZ0407150,25796,0
AZ0407154,15783,0
AZ0407167,55,0
AZ0407169,400,0
AZ0407179,319,0
AZ0407195,1378,0
AZ0407280,40,2
AZ0407305,8440,0
AZ0407307,680,1
AZ0407343,300,1
AZ0407366,300,1
AZ0407392,71,0
AZ0407409,2620,0
AZ0407411,112,0
AZ0407482,59,0
AZ0407484,25,0
AZ0407492,53,2
AZ0407493,25,1
AZ0407500,40007,0
AZ0407504,23826,0
AZ0407511,96,0
AZ0407517,795,0
AZ0407523,23963,0
AZ0407524,76,1
AZ0407526,10123,0
AZ0407528,508,0
AZ0407531,14723,0
AZ0407532,4868,1
AZ0407538,520,0
AZ0407549,87,0
AZ0407555,4300,2
AZ0407618,422,0
AZ0407621,400,0
AZ0407624,583,0
AZ0407630,123,3
AZ0407633,89,0
AZ0407660,345,3
AZ0407670,175,1
AZ0407671,100,0
AZ0407677,60,0
AZ0407682,500,2
AZ0407695,127718,2
AZ0407700,1500,1
AZ0407713,84,0
AZ0407733,69,0
AZ0407736,72,0
AZ0407765,10313,0
AZ0407773,1100,0
AZ0407900,80,1
AZ0407903,95,0
AZ0408001,230,1
AZ0408005,350,0
AZ0408006,1048,0
AZ0408014,150,0
AZ0408015,4788,0
AZ0408017,1500,0
AZ0408018,58,1
AZ0408020,45000,0
AZ0408021,1578,0
AZ0408022,54610,0
AZ0408024,3970,2
AZ0408026,617,0
AZ0408032,36330,1
AZ0408035,2538,0
AZ0408037,224,1
AZ0408038,6063,0
AZ0408039,333,0
AZ0408040,3408,1
AZ0408041,503,0
AZ0408042,250,0
AZ0408046,125,4
AZ0408057,35,1
AZ0408059,2257,0
AZ0408062,746,1
AZ0408063,25000,0
AZ0408064,280,3
AZ0408066,180,1
AZ0408068,5190,1
AZ0408071,183,0
AZ0408072,258,1
AZ0408074,40,0
AZ0408078,728,0
AZ0408080,136,1
AZ0408081,3950,1
AZ0408082,135,1
AZ0408083,272,1
AZ0408089,124,1
AZ0408090,1578,0
AZ0408093,162,0
AZ0408122,560,0
AZ0408127,47,1
AZ0408129,596,0
AZ0408133,1500,0
AZ0408137,3091,1
AZ0408138,284,0
AZ0408142,100,0
AZ0408145,63,0
AZ0408149,338,0
AZ0408150,280,1
AZ0408164,800,2
AZ0408173,200,1
AZ0408174,415,2
AZ0408177,75,0
AZ0408178,98,2
AZ0408180,300,0
AZ0408184,3500,0
AZ0408333,59,1
AZ0408341,653,0
AZ0408342,42,0
AZ0408701,1300,4
AZ0409000,89,0
AZ0409001,287,2
AZ0409003,12191,0
AZ0409004,13797,0
AZ0409005,922,0
AZ0409009,425,0
AZ0409013,250,0
AZ0409014,839,1
AZ0409015,4833,1
AZ0409016,1811,0
AZ0409017,47,0
AZ0409018,3513,0
AZ0409021,3250,0
AZ0409023,5375,0
AZ0409024,322,1
AZ0409026,17139,0
AZ0409028,390,1
AZ0409029,5590,0
AZ0409030,580,0
AZ0409031,4190,0
AZ0409032,160,0
AZ0409034,1997,1
AZ0409035,9789,0
AZ0409036,1233,0
AZ0409039,198,0
AZ0409040,208,5
AZ0409041,376,1
AZ0409046,100,0
AZ0409049,1153,1
AZ0409050,140,0
AZ0409060,380,1
AZ0409074,37,0
AZ0409075,44,0
AZ0409086,180,0
AZ0409090,975,0
AZ0409091,75,1
AZ0409300,350,1
AZ0409305,320,1
AZ0409311,450,2
AZ0409316,150,0
AZ0409329,668,0
AZ0409330,475,1
AZ0409343,103,0
AZ0410001,2654,0
AZ0410002,150,0
AZ0410003,2100,0
AZ0410004,22085,0
AZ0410006,6685,0
AZ0410007,114,0
AZ0410008,65,0
AZ0410011,272,0
AZ0410035,3209,0
AZ0410041,17500,0
AZ0410046,880,0
AZ0410047,42,0
AZ0410048,492,0
AZ0410049,5592,0
AZ0410051,16000,1
AZ0410057,215,0
AZ0410058,164,1
AZ0410060,4252,0
AZ0410063,722,0
AZ0410064,3720,0
AZ0410065,359,0
AZ0410070,709,1
AZ0410074,294,0
AZ0410076,45570,0
AZ0410092,5278,0
AZ0410093,870,0
AZ0410095,4495,0
AZ0410098,165,1
AZ0410101,150,0
AZ0410112,732906,0
AZ0410117,310,0
AZ0410118,400,0
AZ0410119,685,0
AZ0410123,93,1
AZ0410127,3822,0
AZ0410128,2613,0
AZ0410132,60,0
AZ0410136,118,0
AZ0410138,4568,0
AZ0410139,1950,1
AZ0410140,290,0
AZ0410142,900,0
AZ0410144,232,4
AZ0410150,15162,0
AZ0410152,300,0
