pwsid,pop_served,years_in_violation
MI0001960,11637,0
MI0001970,2215,0
MI0001980,1200,0
MI0001990,33000,0
MI0001995,1,0
MI0002000,100,0
MI0002010,2663,0
MI0002020,5340,0
MI0002025,363,0
MI0002030,610,0
MI0002050,9305,0
MI0002055,288,0
MI0002070,1256,0
MI0002077,1260,1
MI0002079,274,0
MI0002080,372,0
MI0002090,1642,0
MI0002100,808,0
MI0002110,349,0
MI0002115,255,0
MI0002120,966,0
MI0002124,50,0
MI0002125,2550,3
MI0002130,400,0
MI0002145,50,1
MI0002170,12941,0
MI0002180,3478,0
MI0002190,1742,0
MI0002195,52,0
MI0002200,391,0
MI0002212,717,0
MI0002215,56,0
MI0002230,11597,0
MI0002240,56984,0
MI0002250,871,0
MI0002260,2438,0
MI0002270,11746,0
MI0002273,40,2
MI0002274,48,0
MI0002277,900,0
MI0002280,22105,0
MI0002285,3268,0
MI0002287,54,0
MI0002290,940,0
MI0002291,25,0
MI0002292,250,1
MI0002300,10541,2
MI0002310,81252,1
MI0002340,8311,0
MI0002347,1705,0
MI0002350,385,0
MI0002356,950,0
MI0002360,836,0
MI0002370,2479,0
MI0002385,5250,0
MI0002390,1136,0
MI0002400,2951,0
MI0002403,65,0
MI0002410,3626,0
MI0002420,4944,0
MI0002425,1389,0
MI0002430,1286,0
MI0002440,383,1
MI0002450,483,0
MI0002460,14297,0
MI0002465,1226,0
MI0002470,9227,1
MI0002480,483,0
MI0002490,4516,0
MI0002500,21609,0
MI0002507,9355,0
MI0002510,376,0
MI0002520,388,0
MI0002530,2377,0
MI0002540,270,0
MI0002550,27625,0
MI0002565,12899,0
MI0002568,53,0
MI0002590,40,0
MI0002600,3629,0
MI0002615,73726,0
MI0002617,8473,0
MI0002620,41086,0
MI0002625,200,0
MI0002630,4997,0
MI0002640,4632,0
MI0002650,2933,1
MI0002655,100,0
MI0002656,142,0
MI0002657,1233,0
MI0002659,77,0
MI0002680,800,0
MI0002685,177,0
MI0002730,272,0
MI0002740,8276,0
MI0002745,21000,0
MI0002750,10412,0
MI0002760,15051,1
MI0002770,8701,0
MI0002780,411,0
MI0002785,219,1
MI0002790,306901,0
MI0002805,60,0
MI0002809,288,0
MI0002820,15948,0
MI0002823,894,0
MI0002830,1986,0
MI0002837,68,0
MI0002839,360,0
MI0002840,1884,0
MI0002845,64,1
MI0002846,265,1
MI0002847,330,0
MI0002850,8816,0
MI0002860,266,0
MI0002870,10788,0
MI0002880,5421,0
MI0002890,9757,0
MI0002900,11555,1
MI0002910,2929,0
MI0002920,16135,0
MI0002925,1492,0
MI0002926,1,0
MI0002940,230,0
MI0002943,72,2
MI0002944,126,1
MI0002945,133,0
MI0002960,9652,0
MI0002970,28433,1
MI0002980,4500,0
MI0002982,1030,0
MI0003000,1604,0
MI0003001,288,0
MI0003005,65,0
MI0003010,1194,0
MI0003015,303,0
MI0003018,839,0
MI0003020,14236,1
MI0003030,1100,0
MI0003040,24314,0
MI0003050,493,0
MI0003060,2126,0
MI0003070,2688,0
MI0003073,67,0
MI0003075,3022,0
MI0003080,225,0
MI0003090,7350,0
MI0003100,16400,0
MI0003110,1632,0
MI0003115,250,0
MI0003117,30,1
MI0003118,41,0
MI0003120,36,2
MI0003130,954,1
MI0003131,50,2
MI0003132,465,0
MI0003134,32,1
MI0003137,1148,0
MI0003138,40,0
MI0003139,40,0
MI0003140,8977,0
MI0003145,84,0
MI0003160,697,0
MI0003165,87,0
MI0003170,8163,1
MI0003175,354,0
MI0003190,49687,0
MI0003195,26100,0
MI0003200,8557,1
MI0003215,34,0
MI0003220,1668,2
MI0003223,3097,0
MI0003225,84,0
MI0003228,48,0
MI0003229,60,0
MI0003230,8386,0
MI0003235,50,0
MI0003237,50,0
MI0003238,48,0
MI0003240,1800,0
MI0003250,9914,0
MI0003270,946,0
MI0003280,2307,0
MI0003290,7708,0
MI0003310,6200,0
MI0003312,3837,0
MI0003315,175,0
MI0003319,1,0
MI0003320,16944,0
MI0003323,437,0
MI0003330,1214,0
MI0003340,3579,1
MI0003342,11790,0
MI0003350,290,0
MI0003360,25076,0
MI0003362,90,1
MI0003365,750,0
MI0003370,11708,0
MI0003390,6510,0
MI0003400,7500,0
MI0003410,3019,0
MI0003420,5387,0
MI0003430,474,1
MI0003435,327,0
MI0003440,6470,0
MI0003450,2148,0
MI0003452,54,0
MI0003460,3098,0
MI0003470,33165,0
MI0003474,3330,0
MI0003475,2023,0
MI0003490,2258,0
MI0003505,50,0
MI0003510,3000,0
MI0003520,192992,0
MI0003525,5000,1
MI0003545,147,0
MI0003550,464,0
MI0003560,2020,0
MI0003563,1,0
MI0003565,3170,1
MI0003570,1480,0
MI0003595,2740,0
MI0003598,100,0
MI0003615,120,1
MI0003620,36072,0
MI0003628,5170,0
MI0003630,5300,0
MI0003640,5480,0
MI0003650,1657,0
MI0003660,440,0
MI0003666,240,0
MI0003667,4695,0
MI0003670,2300,1
MI0003685,330,1
MI0003690,640,0
MI0003691,24,0
MI0003692,231,0
MI0003693,24,0
MI0003694,24,0
MI0003695,3584,0
MI0003696,24,0
MI0003697,840,0
MI0003700,836,0
MI0003720,1203,1
MI0003726,26780,0
MI0003728,25,0
MI0003730,2018,1
MI0003737,74,0
MI0003740,2973,0
MI0003741,4177,0
MI0003742,125,0
MI0003744,210,0
MI0003749,3200,0
MI0003750,1007,0
MI0003751,38,1
MI0003752,82,0
MI0003753,93,0
MI0003755,64,0
MI0003757,52,0
MI0003760,166000,0
MI0003770,5500,0
MI0003780,9023,2
MI0003794,2878,0
MI0003800,4075,0
MI0003810,1947,0
MI0003820,1045,1
MI0003829,75,0
MI0003830,1900,0
MI0003831,82,1
MI0003836,3000,0
MI0003837,1893,0
MI0003838,35,0
MI0003840,1872,0
MI0003850,1025,0
MI0003856,3854,0
MI0003857,39,1
MI0003868,30,0
MI0003870,38144,0
MI0003880,990,0
MI0003890,4150,0
MI0003910,909,0
MI0003920,1310,0
MI0003925,212,0
MI0003927,1102,0
MI0003929,4152,0
MI0003930,96942,0
MI0003940,1506,0
MI0003942,65,2
MI0003943,1778,0
MI0003946,31,0
MI0003947,273,0
MI0003950,4150,0
MI0003955,1958,0
MI0003960,8184,0
MI0003966,40,1
MI0003967,789,0
MI0003968,9390,0
MI0003970,583,0
MI0003980,897,0
MI0003990,90000,0
MI0004000,29694,0
MI0004006,3480,0
MI0004010,3900,0
MI0004020,2150,0
MI0004030,6200,0
MI0004040,3197,0
MI0004042,75,0
MI0004045,60,0
MI0004050,1287,1
MI0004053,28,0
MI0004060,643,0
MI0004063,250,0
MI0004069,80,0
MI0004070,1198,0
MI0004080,430,0
MI0004090,4652,0
MI0004095,90,0
MI0004098,17046,0
MI0004100,800,0
MI0004110,1875,0
MI0004120,20629,1
MI0004140,2700,1
MI0004150,7088,0
MI0004152,175,1
MI0004155,785,0
MI0004160,9959,0
MI0004170,8252,0
MI0004173,25,0
MI0004177,2550,1
MI0004180,950,0
MI0004190,640,0
MI0004215,261,0
MI0004220,12851,0
MI0004230,1084,0
MI0004240,920,0
MI0004250,8583,0
MI0004260,25600,0
MI0004276,695,0
MI0004280,1474,0
MI0004310,397,0
MI0004312,565,0
MI0004320,182,0
MI0004340,12793,1
MI0004353,779,0
MI0004360,3309,0
MI0004370,42547,0
MI0004375,11000,2
MI0004377,1348,0
MI0004380,7363,0
MI0004390,6366,0
MI0004397,206,0
MI0004400,1072,0
MI0004403,724,0
MI0004404,450,0
MI0004410,197,0
MI0004419,60,0
MI0004428,66,1
MI0004440,5217,0
MI0004450,49467,0
MI0004455,33816,0
MI0004470,2479,0
MI0004475,1484,0
MI0004480,1657,1
MI0004490,2220,0
MI0004510,16314,2
MI0004520,3086,0
MI0004530,21688,1
MI0004550,604,0
MI0004560,2783,0
MI0004561,465,0
MI0004570,37213,0
MI0004577,5133,0
MI0004580,9917,0
MI0004590,7135,0
MI0004595,225,0
MI0004596,100,0
MI0004600,95,1
MI0004605,444,0
MI0004610,340,0
MI0004620,1628,0
MI0004640,375,0
MI0004647,648,0
MI0004650,4568,0
MI0004655,961,0
MI0004670,12720,1
MI0004680,1900,0
MI0004685,2845,0
MI0004690,5600,1
MI0004700,610,0
MI0004710,2571,0
MI0004720,2000,0
MI0004730,1108,0
MI0004740,14215,0
MI0004750,2270,1
MI0004753,50,0
MI0004760,3916,0
MI0004770,1021,0
MI0004775,305,0
MI0004778,100,0
MI0004780,3786,0
MI0004800,5535,0
MI0004810,526,0
MI0004820,240,0
MI0004830,6119,0
MI0004845,32103,0
MI0004847,1,0
MI0004850,23994,0
MI0004860,3314,0
MI0004870,56780,0
MI0004873,30,0
MI0004874,36,0
MI0004876,60,0
MI0004877,1923,0
MI0004878,4943,0
MI0004880,29654,0
MI0004890,488,0
MI0004935,125,0
MI0004960,246,0
MI0004989,544,0
MI0004990,1758,0
MI0005005,279,0
MI0005010,880,0
MI0005020,907,0
MI0005030,2607,0
MI0005031,2194,0
MI0005033,290,2
MI0005034,1610,1
MI0005035,33000,0
MI0005037,92,1
MI0005039,120,1
MI0005040,6997,0
MI0005050,864,1
MI0005060,4120,0
MI0005065,1133,0
MI0005100,1612,0
MI0005110,241,0
MI0005120,16353,1
MI0005130,3540,0
MI0005136,80,2
MI0005138,10407,0
MI0005150,30,0
MI0005160,489,2
MI0005180,193,0
MI0005204,768,0
MI0005205,378,0
MI0005209,40,0
MI0005210,3362,0
MI0005220,632,0
MI0005229,270,1
MI0005232,1,1
MI0005233,1790,0
MI0005234,1350,1
MI0005235,390,0
MI0005240,450,0
MI0005260,857,0
MI0005267,339,0
MI0005268,455,0
MI0005270,439,0
MI0005280,2065,0
MI0005290,1115,0
MI0005300,8979,0
MI0005305,70,0
MI0005310,476,0
MI0005315,360,0
MI0005320,1208,0
MI0005322,2353,0
MI0005330,1204,0
MI0005335,1479,0
MI0005345,57,1
MI0005349,40,0
MI0005351,25,0
MI0005353,55,0
MI0005355,38,0
MI0005360,24500,0
MI0005370,42271,0
MI0005380,3998,0
MI0005390,2872,0
MI0005395,40,1
MI0005397,105,0
MI0005400,9132,0
MI0005420,27524,0
MI0005425,173,0
MI0005427,135,0
MI0005430,178,0
MI0005440,63776,0
MI0005445,50,2
MI0005450,21412,0
MI0005460,1004,0
MI0005475,1058,0
MI0005480,28983,0
MI0005490,10654,0
MI0005500,623,0
MI0005520,46292,0
MI0005527,125,0
MI0005530,3883,0
MI0005540,535,0
MI0005543,234,0
MI0005549,80,0
MI0005550,2617,0
MI0005563,459,0
MI0005566,38,0
MI0005570,38,0
MI0005573,671,0
MI0005575,845,0
MI0005577,132,1
MI0005580,1544,0
MI0005585,260,0
MI0005590,1200,0
MI0005600,551,1
MI0005606,54,0
MI0005607,46,0
MI0005610,1219,0
MI0005620,1078,0
MI0005640,49504,1
MI0005650,2425,0
MI0005655,100,0
MI0005660,700,0
MI0005670,6200,0
MI0005673,31,1
MI0005675,266,3
MI0005680,300,0
MI0005690,7224,1
MI0005692,37,0
MI0005710,12486,0
MI0005712,137,0
MI0005720,7130,0
MI0005723,5100,0
MI0005730,7160,0
MI0005740,350,0
MI0005750,3240,0
MI0005760,290,0
MI0005770,2827,0
MI0005775,76,0
MI0005780,3750,0
MI0005785,23989,0
MI0005800,4172,0
MI0005810,1075,0
MI0005815,180,1
MI0005816,70,2
MI0005819,75,3
MI0005820,47299,0
MI0005821,32,0
MI0005823,30,1
MI0005824,25,0
MI0005830,57236,0
MI0005840,1869,0
MI0005841,80,0
MI0005844,250,0
MI0005849,156,0
MI0005850,44058,0
MI0005860,40840,0
MI0005880,1,0
MI0005900,9158,0
MI0005901,375,0
MI0005903,525,0
MI0005905,148,2
MI0005907,360,0
MI0005911,157,0
MI0005914,150,0
MI0005920,2679,0
MI0005925,674,0
MI0005930,1343,0
MI0005950,14689,0
MI0005970,1405,0
MI0005977,8500,0
MI0005980,1536,0
MI0005990,1721,0
MI0005991,100,0
MI0005995,1250,2
MI0006000,1964,0
MI0006010,72000,0
MI0006025,240,0
MI0006026,407,0
MI0006030,1515,1
MI0006040,649,0
MI0006042,90,1
MI0006070,256,0
MI0006071,250,0
MI0006072,40,0
MI0006073,5815,0
MI0006074,100,0
MI0006075,275,0
MI0006077,420,0
MI0006079,1,0
MI0006081,75,0
MI0006090,580,0
MI0006101,9133,1
MI0006110,11055,0
MI0006115,32,0
MI0006116,48,0
MI0006117,32,0
MI0006120,745,0
MI0006130,1587,0
MI0006160,71739,0
MI0006170,30047,0
MI0006200,4140,0
MI0006210,2153,0
MI0006230,2512,0
MI0006232,87,0
MI0006235,9393,0
MI0006240,3833,1
MI0006243,50,0
MI0006250,800,0
MI0006260,2054,0
MI0006270,5464,1
MI0006280,59715,0
MI0006282,3270,0
MI0006284,5847,0
MI0006290,2987,1
MI0006300,7896,0
MI0006310,7930,0
MI0006320,6976,0
MI0006325,56,1
MI0006350,1509,0
MI0006360,1417,0
MI0006375,460,0
MI0006377,40,0
MI0006380,862,0
MI0006385,127000,0
MI0006420,1202,0
MI0006423,367,0
MI0006428,95,0
MI0006435,156,0
MI0006440,11920,0
MI0006443,50,0
MI0006446,150,0
MI0006448,100,0
MI0006450,25355,0
MI0006460,9576,0
MI0006465,98,0
MI0006470,680,0
MI0006480,190,0
MI0006484,29,0
MI0006485,84,0
MI0006490,6830,1
MI0006500,874,0
MI0006502,2023,0
MI0006505,5800,0
MI0006508,60,1
MI0006530,2155,0
MI0006531,263,0
MI0006532,65,0
MI0006537,90,0
MI0006540,1834,0
MI0006545,63409,1
MI0006552,2033,0
MI0006560,8521,0
MI0006562,722,0
MI0006568,40,0
MI0006569,55,0
MI0006571,180,1
MI0006574,57,0
MI0006575,375,0
MI0006580,11931,0
MI0006590,438,2
MI0006592,50,0
MI0006594,1188,0
MI0006600,1622,0
MI0006610,7905,0
MI0006624,216,0
MI0006625,510,0
MI0006627,160,1
MI0006630,350,0
MI0006631,74,0
MI0006640,14532,0
MI0006647,90,0
MI0006650,18544,0
MI0006680,200,0
MI0006682,492,0
MI0006690,85854,0
MI0006693,50,0
MI0006696,602,0
MI0006710,858,0
MI0006720,1630,0
MI0006725,12927,0
MI0006730,508,0
MI0006760,5059,0
MI0006763,45,0
MI0006765,50,0
MI0006770,27359,0
MI0006773,25,0
MI0006780,2697,0
MI0006790,780,0
MI0006792,150,1
MI0006800,2906,0
MI0006803,72,0
MI0006820,607,0
MI0006830,1808,0
MI0006850,538,0
MI0006875,5260,0
MI0006880,399,0
MI0006885,50,1
MI0006900,134056,0
MI0006901,22,0
MI0006905,15828,0
MI0006910,73441,1
MI0006920,575,0
MI0006930,2735,0
MI0006935,36,0
MI0006940,4435,0
MI0006950,17713,0
MI0006970,1503,0
MI0006971,125,0
MI0006975,49479,0
MI0007010,2139,0
MI0007012,61,0
MI0007015,218,1
MI0007035,330,1
MI0007040,85420,0
MI0007050,925,0
MI0007057,414,0
MI0007060,1408,0
MI0007061,224,0
MI0007062,20,0
MI0007063,303,0
MI0007064,26,0
MI0007065,6619,0
MI0007067,45,0
MI0007070,1640,0
MI0007085,32,0
MI0007099,193,1
MI0007100,2902,1
MI0007101,281,0
MI0007103,1365,0
MI0007104,30,0
MI0007105,90,0
MI0007120,3917,0
MI0007125,5444,0
MI0007126,30,0
MI0007130,90,0
MI0007134,504,0
MI0007135,13928,0
MI0007160,375,0
MI0007180,12941,0
MI0007182,16,0
MI0007185,95,1
MI0007186,15,0
MI0007210,25883,0
MI0007217,1146,0
MI0007220,72125,0
MI0007230,1900,0
MI0007231,660,0
MI0007233,27,0
MI0007235,90,0
MI0007240,74,0
MI0007260,53988,0
MI0007270,8328,0
MI0007280,1534,0
MI0007285,90,0
MI0040001,48,0
MI0040002,100,0
MI0040004,158,0
MI0040005,188,0
MI0040006,282,1
MI0040007,115,0
MI0040008,190,0
MI0040011,415,0
MI0040013,138,0
MI0040014,100,0
MI0040015,88,0
MI0040016,188,0
MI0040020,115,0
MI0040021,255,1
MI0040023,125,0
MI0040024,62,1
MI0040025,147,0
MI0040026,165,0
MI0040027,100,1
MI0040028,235,0
MI0040029,152,0
MI0040030,100,1
MI0040034,115,0
MI0040039,53,0
MI0040041,155,1
MI0040042,125,0
MI0040044,148,0
MI0040045,65,2
MI0040046,100,0
MI0040047,538,0
MI0040051,79,0
MI0040057,235,1
MI0040060,160,0
MI0040061,293,3
MI0040062,122,1
MI0040065,218,0
MI0040067,248,0
MI0040068,80,1
MI0040069,50,0
MI0040070,60,1
MI0040071,72,1
MI0040074,87,0
MI0040075,52,0
MI0040076,64,1
MI0040079,245,0
MI0040080,850,0
MI0040081,190,2
MI0040082,168,0
MI0040084,708,1
MI0040086,82,0
MI0040090,182,0
MI0040091,88,1
MI0040092,114,1
MI0040093,70,0
MI0040094,265,0
MI0040098,92,0
MI0040100,95,1
MI0040103,230,0
MI0040104,108,1
MI0040105,90,0
MI0040106,270,0
MI0040108,28,0
MI0040110,85,0
MI0040116,620,0
MI0040119,387,0
MI0040122,168,0
MI0040123,90,0
MI0040124,718,0
MI0040125,100,0
MI0040126,165,0
MI0040128,208,0
MI0040129,50,0
MI0040131,54,0
MI0040138,105,1
MI0040140,75,1
MI0040144,80,1
MI0040145,236,1
MI0040151,90,0
MI0040152,105,1
MI0040154,100,1
MI0040155,313,1
MI0040156,296,1
MI0040158,220,0
MI0040162,122,3
MI0040164,400,0
MI0040166,55,0
MI0040167,250,0
MI0040168,43,0
MI0040169,118,0
MI0040171,1200,0
MI0040172,650,0
MI0040174,40,0
MI0040175,98,0
MI0040176,360,0
MI0040177,150,0
MI0040180,48,0
MI0040181,73,1
MI0040183,70,1
MI0040184,368,0
MI0040187,170,1
MI0040190,158,1
MI0040191,90,1
MI0040193,95,0
MI0040194,458,0
MI0040197,630,1
MI0040199,647,0
MI0040200,48,1
MI0040202,25,1
MI0040203,950,0
MI0040206,272,1
MI0040208,125,0
MI0040209,68,0
MI0040210,50,0
MI0040212,13,1
MI0040216,50,0
MI0040217,93,0
MI0040218,212,0
MI0040219,220,0
MI0040220,115,0
MI0040222,102,0
MI0040223,670,3
MI0040225,388,0
MI0040226,75,1
MI0040227,10,0
MI0040230,117,0
MI0040231,372,0
MI0040233,394,0
MI0040240,145,1
MI0040241,58,1
MI0040242,915,0
MI0040246,178,0
MI0040247,150,0
MI0040248,198,0
MI0040250,190,1
MI0040253,202,1
MI0040255,380,0
MI0040256,142,0
MI0040259,580,0
MI0040264,185,1
MI0040266,55,0
MI0040273,135,0
MI0040276,715,0
MI0040277,72,0
MI0040279,365,0
MI0040284,270,0
MI0040288,392,0
MI0040292,168,1
MI0040293,52,0
MI0040294,300,0
MI0040299,266,1
MI0040302,110,1
MI0040305,68,1
MI0040306,125,1
MI0040307,30,0
MI0040308,283,0
MI0040310,63,0
MI0040311,210,1
MI0040313,53,0
MI0040314,1150,0
MI0040316,88,0
MI0040318,57,0
MI0040319,350,0
MI0040322,68,1
MI0040323,79,1
MI0040325,148,0
MI0040326,125,1
MI0040327,990,0
MI0040330,268,0
MI0040332,174,0
MI0040333,75,0
MI0040335,185,0
MI0040337,873,0
MI0040339,125,0
MI0040340,72,0
MI0040342,125,0
MI0040343,75,0
MI0040344,90,1
MI0040345,125,1
MI0040351,65,0
MI0040352,142,0
MI0040355,1125,0
MI0040356,1650,0
MI0040357,260,0
MI0040359,162,0
MI0040361,320,0
MI0040363,755,0
MI0040368,185,0
MI0040369,140,0
MI0040370,160,1
MI0040375,1728,0
MI0040376,1548,0
MI0040377,1245,0
MI0040379,405,1
MI0040384,435,0
MI0040386,673,0
MI0040387,2268,0
MI0040388,260,0
MI0040391,1260,0
MI0040397,1060,0
MI0040399,1058,0
MI0040404,650,0
MI0040405,100,0
MI0040406,158,0
MI0040410,30,0
MI0040414,185,0
MI0040416,50,0
MI0040417,413,0
MI0040418,78,2
MI0040419,130,0
MI0040425,155,2
MI0040426,268,1
MI0040431,70,0
MI0040432,68,0
MI0040435,40,0
MI0040438,280,0
MI0040441,58,2
MI0040443,285,0
MI0040446,80,0
MI0040447,215,0
MI0040448,140,0
MI0040449,263,1
MI0040450,490,0
MI0040451,380,0
MI0040452,190,0
MI0040453,238,1
MI0040454,94,1
MI0040455,185,0
MI0040456,70,0
MI0040457,87,0
MI0040458,41,0
MI0040464,950,0
MI0040466,120,0
MI0040469,80,0
MI0040470,340,0
MI0040471,398,0
MI0040472,100,0
MI0040474,80,1
MI0040476,102,1
MI0040477,108,0
MI0040480,348,0
MI0040481,208,0
MI0040482,175,0
MI0040484,145,0
MI0040488,148,0
MI0040490,94,0
MI0040491,105,0
MI0040494,98,2
MI0040495,41,0
MI0040496,50,0
MI0040497,112,0
MI0040498,55,0
MI0040500,125,0
MI0040501,99,0
MI0040503,725,0
MI0040504,60,0
MI0040515,180,0
MI0040516,250,0
MI0040519,260,0
MI0040520,50,0
MI0040525,50,0
MI0040554,112,1
MI0040563,188,0
MI0040566,585,0
MI0040571,45,0
MI0040574,75,0
MI0040575,1278,0
MI0040576,125,0
MI0040577,75,0
MI0040580,100,0
MI0040585,710,5
MI0040586,390,2
MI0040587,248,0
MI0040591,174,1
MI0040592,75,1
MI0040594,1620,0
MI0040598,55,0
MI0040599,344,2
MI0040600,1125,1
MI0040601,490,0
MI0040603,122,0
MI0040606,122,0
MI0040607,155,0
MI0040609,125,0
MI0040612,1060,0
MI0040614,1850,1
MI0040615,400,1
MI0040616,235,0
MI0040617,350,0
MI0040619,480,0
MI0040620,75,0
MI0040637,95,0
MI0040639,528,0
MI0040640,65,0
MI0040643,258,0
MI0040644,308,0
MI0040647,255,0
MI0040649,823,1
MI0040650,75,0
MI0040653,200,1
MI0040654,1543,0
MI0040655,170,0
MI0040656,190,0
MI0040657,1890,0
MI0040658,1088,0
MI0040660,700,0
MI0040662,360,1
MI0040663,720,0
MI0040664,125,0
MI0040665,435,1
MI0040668,75,0
MI0040669,1400,0
MI0040670,230,0
MI0040671,1030,0
MI0040672,425,0
MI0040673,180,1
MI0040675,345,0
MI0040678,860,0
MI0040679,1863,0
MI0040680,100,0
MI0040681,250,0
MI0040682,318,0
MI0060085,100,0
MI0060238,71,0
MI0060425,328,0
MI0060640,90,1
MI0060675,78,0
MI0060695,58,0
MI0060792,85,1
MI0060937,50,0
MI0061700,76,0
MI0062653,60,1
MI0062658,86,0
MI0062841,39,0
MI0062942,43,0
MI0062955,150,2
MI0063476,39,0
MI0063477,177,0
MI0063635,61,0
MI0063865,39,0
MI0064067,25,0
MI0064070,45,0
MI0064213,154,0
MI0064934,102,0
MI0066355,60,2
MI0066695,40,2
MI0066700,25,0
MI0067020,100,1
MI0067101,190,1
MI0070017,165,0
MN1010001,2165,0
MN1010002,95,1
MN1010011,633,0
MN1010013,166,1
MN1010016,394,0
MN1010019,25,0
MN1020001,17798,0
MN1020002,804,0
MN1020005,500,0
MN1020006,70220,0
MN1020007,1300,0
MN1020010,2000,0
MN1020011,406,0
MN1020013,5075,0
MN1020014,235,0
MN1020015,1300,0
MN1020016,22278,0
MN1020017,64000,0
MN1020023,17859,0
MN1020024,650,0
MN1020025,280,0
MN1020028,5200,0
MN1020029,7200,0
MN1020030,225,0
MN1020031,27476,0
MN1020032,2738,4
MN1020033,880,0
MN1020034,21455,0
MN1020035,17705,0
MN1020036,3962,0
MN1020037,69,0
MN1020038,67,0
MN1020040,60,0
MN1020041,89,0
MN1020042,500,0
MN1020043,123,0
MN1020044,623,0
MN1030001,570,0
MN1030003,200,0
MN1030004,234,0
MN1030005,10038,0
MN1030006,60,4
MN1030010,80,0
MN1030014,1400,0
MN1030016,714,0
MN1030022,40,0
MN1030025,204,0
MN1040001,125,0
MN1040002,15147,0
MN1040007,80,0
MN1040009,60,0
MN1040014,826,0
MN1040017,259,0
MN1040024,40,0
MN1040026,60,0
MN1040027,70,1
MN1040030,80,0
MN1040031,150,0
MN1040032,60,0
MN1040033,35,0
MN1040034,50,0
MN1040035,60,0
MN1040036,50,0
MN1040038,60,0
MN1040039,70,0
MN1050001,2711,0
MN1050002,2187,0
MN1050003,400,0
MN1050004,13835,0
MN1050005,91,0
MN1050009,120,0
MN1050010,97,0
MN1050011,80,0
MN1060002,216,0
MN1060003,395,0
MN1060004,35,0
MN1060005,543,0
MN1060006,25,0
MN1060007,96,0
MN1060008,2021,0
MN1060009,110,0
MN1060010,125,0
MN1070001,535,3
MN1070002,3268,0
MN1070005,583,0
MN1070006,2554,0
MN1070007,1017,0
MN1070009,42803,0
MN1070012,94,2
MN1070013,1756,0
MN1070015,247,0
MN1070016,164,0
MN1070017,846,0
MN1070018,289,0
MN1070019,323,0
MN1070022,60,0
MN1070024,140,1
MN1070025,38,0
MN1070026,325,0
MN1080001,402,0
MN1080002,393,0
MN1080003,14052,0
MN1080005,3599,0
MN1080008,2070,0
MN1080009,86,0
MN1080010,33,0
MN1090001,621,0
MN1090003,1146,0
MN1090005,12864,0
MN1090007,250,0
MN1090008,168,0
MN1090009,1782,0
MN1090010,975,0
MN1090011,1003,0
MN1090013,399,0
MN1090020,25,0
MN1100001,24951,0
MN1100002,30000,0
MN1100004,1700,0
MN1100005,530,0
MN1100006,1900,0
MN1100007,422,0
MN1100009,10546,0
MN1100010,13277,0
MN1100012,4550,0
MN1100015,520,1
MN1100017,6700,0
MN1100019,3850,0
MN1110002,267,0
MN1110006,691,0
MN1110008,306,0
MN1110011,369,0
MN1110013,990,0
MN1110019,939,0
MN1110030,523,0
MN1110033,64,0
MN1110034,65,0
MN1110035,50,0
MN1111112,75,0
MN1111113,100,0
MN1111117,81,0
MN1120001,1372,0
MN1120002,388,0
MN1120003,418,0
MN1120004,5337,0
MN1120006,175,0
MN1130001,305,0
MN1130003,3745,0
MN1130005,400,0
MN1130006,50,0
MN1130007,4938,0
MN1130008,90,0
MN1130010,150,0
MN1130011,6863,0
MN1130013,3339,0
MN1130014,1165,0
MN1130016,1593,0
MN1130017,1067,0
MN1130018,3990,0
MN1130019,200,0
MN1130020,100,0
MN1130021,85,5
MN1130023,388,0
MN1130024,240,0
MN1140001,2784,0
MN1140002,95,1
MN1140003,4918,0
MN1140005,1386,0
MN1140006,2267,0
MN1140007,208,0
MN1140008,44583,0
MN1140010,629,1
MN1140011,500,0
MN1140012,178,0
MN1140014,76,0
MN1140016,125,0
MN1140020,200,0
MN1150001,1288,0
MN1150003,458,0
MN1150005,276,0
MN1160001,1344,0
MN1160006,60,0
MN1170002,369,0
MN1170003,2018,0
MN1170004,215,0
MN1170005,785,0
MN1170006,4646,0
MN1170008,128,0
MN1170009,5840,0
MN1170010,58,0
MN1170011,55,0
MN1180002,14670,0
MN1180003,35,0
MN1180005,50,0
MN1180008,2377,0
MN1180011,175,0
MN1180012,530,0
MN1180016,36,0
MN1180017,578,0
MN1180019,1200,0
MN1180025,132,1
MN1180026,67,0
MN1180027,9341,0
MN1180028,84,0
MN1180030,180,0
MN1180034,50,0
MN1180035,25,0
MN1180036,45,2
MN1180038,30,0
MN1180040,25,0
MN1180041,40,0
MN1180042,30,0
MN1180045,100,0
MN1180050,100,0
MN1190001,50300,0
MN1190002,61747,0
MN1190007,68223,0
MN1190008,23534,0
MN1190009,3152,0
MN1190010,691,0
MN1190011,120,0
MN1190012,23222,0
MN1190013,180,0
MN1190014,34189,4
MN1190015,67300,0
MN1190016,400,0
MN1190019,26500,1
MN1190020,20664,0
MN1190021,40,0
MN1190022,200,0
MN1190025,355,1
MN1190027,1185,4
MN1190028,451,0
MN1190031,53,1
MN1200001,773,0
MN1200002,2939,0
MN1200004,1363,0
MN1200005,6850,0
MN1200006,1197,0
MN1200007,773,0
MN1210001,15000,0
MN1210002,150,0
MN1210009,501,0
MN1210010,492,0
MN1210013,603,0
MN1210017,264,0
MN1210020,1780,0
MN1210021,350,0
MN1210023,107,0
MN1210024,37,4
